page	grid_row	col	col_idx	state	som	hadid02	gt
6	5	Tax_Mils	11	MISMATCH	٢٤٢	١٢	٣٢٤
6	5	Total_Tax_LP	12	MISMATCH	٨	٩٦	✓٨
6	5	Total_Tax_Mils	13	MISMATCH	١١٦	٠٨	١١٦
6	6	Date	1	MISMATCH	؛	""""	
6	6	Property_recorded_under_Block_No	2	MISMATCH	٤١٢٨	""""	٤١٣٨
6	6	Parcel_Cat_No	4	MISMATCH	١٤	٠٠٤	١٤
6	6	Parcel_Area	5	MISMATCH	"٧,٨٠٠
١٦ ٧,٧٠٧"	١٧٠٧٠	٧,٨٠٠
6	6	Nature_of_Entry	6	MISMATCH	✓	٠	
6	6	Tax_Mils	11	MISMATCH	٠٧٢	٠٣٢	٠٣٢
6	6	Total_Tax_LP	12	MISMATCH	٤	٠٤	٤
6	7	Date	1	MISMATCH	؛	""""	
6	7	Property_recorded_under_Parcel_No	3	MISMATCH	٢٢	٠٢	٢٢
6	7	Parcel_Area	5	MISMATCH	٩,٥٦٤	٣,٩٢	٩,٥٦٢
6	7	Nature_of_Entry	6	MISMATCH	✓	من تسل	
6	7	Total_Tax_Mils	13	MISMATCH	١٢٠	٠٤٨٠	١٣٠
6	8	Date	1	MISMATCH	'	""""	
6	8	Property_recorded_under_Block_No	2	MISMATCH	٤١٤٤	١١٧	٤١٤٤
6	8	Property_recorded_under_Parcel_No	3	MISMATCH	٥٤	١٥٤	٥٤
6	8	Parcel_Area	5	MISMATCH	١٤,١٨٤	٤	١٤,١٨٤
6	8	Nature_of_Entry	6	MISMATCH	✓	..	
6	8	Tax_Mils	11	MISMATCH	٠٦٠	..	٠٦٠
6	8	Total_Tax_Mils	13	MISMATCH	١٩٠	١٦٠	١٩٠
6	8	Net_Assessment_Mils	18	MISMATCH	١٩٠	١٠	١٩٠
6	9	Parcel_Area	5	ONLY_hadid02		٤٠	
6	9	Nature_of_Entry	6	MISMATCH	فرز وتخريب	ضريبةحرب	ضريبة حرب
6	9	Net_Assessment_Mils	18	MISMATCH	٥٠٧	بيع٠	٥٧٠
6	10	Date	1	ONLY_hadid02		""""	
6	10	Net_Assessment_LP	17	ONLY_som	١٦		١٦
6	10	Net_Assessment_Mils	18	ONLY_som	٧٦٠		٧٦٠
6	11	Date	1	MISMATCH	٩٢٦/٩٣٥	٤	٩٤٥/٩٤٦
6	12	Serial_No	0	MISMATCH	١٠٥	٠,٠	١٠٥
6	12	Property_recorded_under_Block_No	2	ONLY_som	٤١٤٩		٤١٤٩
6	12	Property_recorded_under_Parcel_No	3	ONLY_som	١٢		١٢
6	12	Parcel_Cat_No	4	ONLY_som	١٦		١٦
6	12	Parcel_Area	5	ONLY_som	٤,٤٣٠		,٢٤٧
6	12	Nature_of_Entry	6	MISMATCH	بيع	Tني	بيع
6	12	New_Serial_No	7	MISMATCH	٤٠٠	٤	[?]
6	12	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	٤٥/٣٩٥		عقد٣٩٥
6	13	Serial_No	0	MISMATCH	١٠٦	٠١٦	١٠٦
6	13	Date	1	ONLY_som	؛		
6	13	Property_recorded_under_Block_No	2	MISMATCH	٤١٤١	٤١٤٨	٤١٤٨
6	13	Property_recorded_under_Parcel_No	3	MISMATCH	٥٥	٥	٥٥
6	13	Parcel_Cat_No	4	MISMATCH	٦	٦٠.	٦
6	13	Parcel_Area	5	MISMATCH	٤,٥١٥	٢,٥	٢,٥١٥
6	13	Nature_of_Entry	6	ONLY_som	؛		""""
6	13	New_Serial_No	7	MISMATCH	٤١٢	١	٤١٢
6	13	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	عقد	٧	
6	13	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٧٩٢	٣٤٢٠	عقد١١٤٢
6	13	Total_Tax_Mils	13	MISMATCH	٠٨٥	١٨٥	٠٨٥
6	13	Net_Assessment_LP	17	MISMATCH	٤	٢	٤
6	13	Net_Assessment_Mils	18	MISMATCH	٠٨٥	٠٩٨٠٨	٠٨٥
6	14	Parcel_Area	5	ONLY_hadid02		T.DL٥	ضريبة حرب
6	14	Nature_of_Entry	6	ONLY_som	حسب الطلب		
6	14	Net_Assessment_Mils	18	MISMATCH	٢٥٥	٢٥	٢٥٥
6	15	Date	1	ONLY_hadid02		""""	
6	15	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		–	
6	15	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		-	
6	15	Net_Assessment_Mils	18	MISMATCH	٣٤٠	٠٤	٣٤٠
6	16	Date	1	MISMATCH	"١١/٣
٢٨/٣"	٩٢	٤٧/٩٤٦
6	16	Property_recorded_under_Block_No	2	MISMATCH	٤١٢٢	١٣	٤١٣٣
6	16	Property_recorded_under_Parcel_No	3	MISMATCH	٩	٩٠	٩
6	16	Parcel_Area	5	MISMATCH	١٢,٣٧١	٢,٢٧٠	١٢,٣٧١
6	16	Nature_of_Entry	6	ONLY_som	بيع		بيع
6	16	New_Serial_No	7	MISMATCH	٤٢٣	٤١٣	٤٢٣
6	16	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	٣٠/٣٥٦١		٣٥٦١
6	16	Tax_LP	10	ONLY_som	✓		_
6	16	Tax_Mils	11	ONLY_som	٢٣٤		٢٣٤
6	16	Total_Tax_Mils	13	MISMATCH	٠٥١	٠٥٦	٠٥١
6	16	Net_Assessment_LP	17	MISMATCH	٢	٤	٣
6	16	Net_Assessment_Mils	18	MISMATCH	١١٩	١٦	٨١٩
6	17	Serial_No	0	MISMATCH	١٠٨	✓	١٠٨
6	17	Property_recorded_under_Block_No	2	MISMATCH	٤١٥٠	١	٤١٥٠
6	17	Parcel_Cat_No	4	MISMATCH	١٣	٠٣	١٣
6	17	Parcel_Area	5	MISMATCH	٧,١٢٧	٣،,١٧	٣,١٢٧
6	17	Nature_of_Entry	6	MISMATCH	بيع	٣	بيع
6	17	New_Serial_No	7	MISMATCH	٤٢٤	١٣٢	٤٣٤
6	17	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		٩٤	٤٥/
6	17	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٥/٧٣٥١	٣١٧٠	٧٣٥١
6	17	Tax_Mils	11	ONLY_som	٠٣٢		٠٣٢
6	17	Total_Tax_LP	12	MISMATCH	٣	٢٧١	✓٣
6	17	Total_Tax_Mils	13	MISMATCH	٨١٩	٨٤٦	٨١٩
6	17	Net_Assessment_LP	17	MISMATCH	١	–	١١
6	17	Net_Assessment_Mils	18	MISMATCH	"٤٥٧
٥٤"	اد	٤٥٧
6	18	Date	1	ONLY_hadid02		٩٤٤٠	
6	18	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_som	✓		
6	18	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		٩٤ / ٤٧	✓
6	19	Date	1	MISMATCH	٩٣٧/٣٧	""""	٩٤٨/٤٧
6	19	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		.	
6	19	Net_Assessment_LP	17	ONLY_hadid02		–	
6	19	Net_Assessment_Mils	18	ONLY_hadid02		-	
6	20	Serial_No	0	MISMATCH	١٠٩	٠	١٠٩
6	20	Date	1	MISMATCH	؛	..	
6	20	Property_recorded_under_Block_No	2	MISMATCH	٤١٢٧	٤١٧	٤١٣٧
6	20	Parcel_Area	5	MISMATCH	٨,٥٨٧	٨,٥٧	٨,٥٨٧
6	20	Nature_of_Entry	6	MISMATCH	بيع	بي	بيع
6	20	New_Serial_No	7	MISMATCH	٧	✓٧	٧
6	20	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		T٩.L٧	٦/١٧
6	20	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٣/١٧٢٩٦٥	٣٦٥	٣٩٦٥
6	20	Tax_LP	10	MISMATCH	✓	-	_
6	20	Tax_Mils	11	MISMATCH	٠٦٣	١٦٢	١٦٢
6	20	Total_Tax_LP	12	MISMATCH	٣	✓ ✓	✓٣
6	20	Total_Tax_Mils	13	MISMATCH	٦٥٧	٥,٥٧	٦٥٧
6	21	Serial_No	0	MISMATCH	١١٠	–	١١٠
6	21	Property_recorded_under_Parcel_No	3	MISMATCH	٨١	٨	٨١
6	21	Parcel_Area	5	MISMATCH	٣,٠١٥	٣,٠٢	٣,٠٨٢
6	21	Tax_Mils	11	MISMATCH	٠٢٢	٠٣٢	٠٣٢
6	21	Total_Tax_LP	12	MISMATCH	٣	✓.	٣
6	21	Total_Tax_Mils	13	MISMATCH	٦٢٥	٦٢	٦٢٥
6	22	Serial_No	0	MISMATCH	١١١	٧	١١١
6	22	Property_recorded_under_Block_No	2	MISMATCH	٤١٤١	١	٤١٤٨
6	22	Property_recorded_under_Parcel_No	3	MISMATCH	٤١	٤	٤١
6	22	Parcel_Cat_No	4	MISMATCH	٦	١	٦
6	22	Parcel_Area	5	MISMATCH	٥٣٥٠	""""	٥,٣٥٠
6	22	Nature_of_Entry	6	MISMATCH	'	""""	""""
6	22	New_Serial_No	7	ONLY_hadid02		_	
6	22	Tax_Mils	11	MISMATCH	٢١٠	٢٠	٢١٠
6	22	Total_Tax_LP	12	MISMATCH	٣	٣.	٣
6	23	Serial_No	0	ONLY_hadid02		-	.
6	23	Date	1	ONLY_hadid02		١	
6	23	Property_recorded_under_Block_No	2	MISMATCH	'	-	
6	23	Property_recorded_under_Parcel_No	3	MISMATCH	'	_	
6	23	Parcel_Cat_No	4	MISMATCH	١٦	١٦٠	١٦
6	23	Parcel_Area	5	MISMATCH	١٧,٥٣٥	١	١٧,٥٣٥
6	23	Nature_of_Entry	6	MISMATCH	؛	✓	""""
6	23	New_Serial_No	7	ONLY_hadid02		""""	""""
6	23	Net_Assessment_Mils	18	ONLY_hadid02		.	
6	24	Serial_No	0	MISMATCH	١١٢	٥	١١٢
6	24	Date	1	ONLY_hadid02		_.	
6	24	Property_recorded_under_Block_No	2	ONLY_hadid02		١	""""
6	24	Property_recorded_under_Parcel_No	3	MISMATCH	٤٦	١	٤٢
6	24	Parcel_Cat_No	4	ONLY_hadid02		٦	٦
6	24	Parcel_Area	5	MISMATCH	٦١,٧٧٨	..	١,٧٧٨
6	24	Nature_of_Entry	6	ONLY_som	'		""""
6	24	New_Serial_No	7	ONLY_hadid02		""""	""""
6	24	Total_Tax_LP	12	MISMATCH	٣	✓	٣
6	24	Total_Tax_Mils	13	MISMATCH	٢٤٥	٣٥	٣٤٥
6	25	Serial_No	0	MISMATCH	١١٣	١٠	١١٣
6	25	Date	1	ONLY_hadid02		٤	
6	25	Property_recorded_under_Block_No	2	MISMATCH	٤١٤١	١	٤١٤١
6	25	Property_recorded_under_Parcel_No	3	MISMATCH	٧	١	٧
6	25	Parcel_Cat_No	4	MISMATCH	١٣	١	١٣
6	25	Parcel_Area	5	MISMATCH	٢,٠٠٩	٢,٠٩	٢٠,٠٠٩
6	25	Nature_of_Entry	6	MISMATCH	بيع	بي	بيع
6	25	New_Serial_No	7	MISMATCH	٤٥٩	١	٤٥٩
6	25	Tax_Mils	11	MISMATCH	١٦١	١٦٨	١٦٨
6	25	Total_Tax_LP	12	MISMATCH	٣	✓	٣
6	25	Total_Tax_Mils	13	MISMATCH	١٧٧	١٧	١٧٧
6	26	Serial_No	0	ONLY_hadid02		١	.
6	26	Date	1	ONLY_hadid02		١	
6	26	Property_recorded_under_Block_No	2	MISMATCH	'	١	
6	26	Property_recorded_under_Parcel_No	3	MISMATCH	'	١	
6	26	Parcel_Cat_No	4	MISMATCH	١٦	-	١٦
6	26	Nature_of_Entry	6	MISMATCH	'	""""	""""
6	26	New_Serial_No	7	ONLY_hadid02		""""	""""
6	26	Tax_LP	10	ONLY_hadid02		_	
6	26	Total_Tax_Mils	13	MISMATCH	١٧٧	١٧	١٧٧
6	27	Serial_No	0	ONLY_hadid02		٠١	
6	27	Date	1	ONLY_hadid02		١	
6	27	Property_recorded_under_Block_No	2	ONLY_som	'		
6	27	Parcel_Cat_No	4	MISMATCH	١٠	١	١٠
6	27	Parcel_Area	5	MISMATCH	١٢,٥٦٨	١,٥٨	١٢,٥٦٨
6	27	Nature_of_Entry	6	MISMATCH	'	-	""""
6	27	New_Serial_No	7	ONLY_hadid02		_	""""
6	28	Serial_No	0	MISMATCH	١١٤	١٤	١١٤
6	28	Date	1	ONLY_hadid02		""""	
6	28	Property_recorded_under_Block_No	2	MISMATCH	٤١٤٩	١	٤١٤٩
6	28	Parcel_Area	5	MISMATCH	٤,١٠٠	,٠	٤,٨٠٠
6	28	Total_Tax_LP	12	MISMATCH	٢	✓	٢
6	28	Total_Tax_Mils	13	MISMATCH	٩٣	٩٦٣	٩٠٣
6	29	Serial_No	0	ONLY_som	١١٥		١١٥
6	29	Property_recorded_under_Block_No	2	MISMATCH	٤١٤٧	١	٤١٤٧
6	29	Property_recorded_under_Parcel_No	3	MISMATCH	٤٤	٤	٤٤
6	29	Parcel_Cat_No	4	MISMATCH	١٣	٣	١٣
6	29	Parcel_Area	5	MISMATCH	١,٦١١	T..٦	٨,٨١١
6	29	New_Serial_No	7	MISMATCH	٤٦٠	٤١٦٠	٤٦٠
6	29	Total_Tax_Mils	13	MISMATCH	٨٣٩	٩٣٨	٨٣١
6	30	Serial_No	0	MISMATCH	١١٦	✓٧	١١٦
6	30	Parcel_Area	5	MISMATCH	٢,٢٠٢	٢,٢	٢,٠١٢
6	30	Nature_of_Entry	6	MISMATCH	بيع	ريع✓	بيع
6	30	Tax_LP	10	ONLY_hadid02		_	
6	30	Tax_Mils	11	MISMATCH	٠٢٤	٠٢٤٢	٠٢٤
6	30	Total_Tax_Mils	13	MISMATCH	٨٠٧	٨٧	٨٠٧
6	30	Net_Assessment_Mils	18	MISMATCH	٨٠٧	✓	٨٠٧
6	31	Nature_of_Entry	6	ONLY_hadid02		١	
6	31	Tax_Mils	11	ONLY_hadid02		-	٠١٢
6	31	Net_Assessment_LP	17	MISMATCH	٨	٦	٨
6	31	Net_Assessment_Mils	18	MISMATCH	٤٢١	٢٤٨	٤٢١
6	32	Serial_No	0	ONLY_hadid02		٢,٧	
6	32	Date	1	ONLY_hadid02		٩٤،٤٠	
6	32	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		-	
6	32	Reference_to_Register_of_Changes_Serial_No	9	ONLY_hadid02		..	
6	32	Net_Assessment_LP	17	MISMATCH	١١	١	١١
6	32	Net_Assessment_Mils	18	MISMATCH	٢٢٨	٠	٢٢٨
6	33	Serial_No	0	MISMATCH	١١٧	""""	١١٧
6	33	Date	1	MISMATCH	"٩٢٩
٩٤١"	٩٤	٩٤٨/٩٤٩
6	33	Property_recorded_under_Block_No	2	MISMATCH	٤١٢٢	١	٤١٣٣
6	33	Property_recorded_under_Parcel_No	3	MISMATCH	١	١٠	١
6	33	Parcel_Area	5	MISMATCH	٣,٧٢٩	٤,٣٩	٤,٧٢٩
6	33	Nature_of_Entry	6	ONLY_hadid02		بيع	بيع
6	33	New_Serial_No	7	MISMATCH	٤٦٨	٤٦١	٤٦٨
6	33	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	عقد	٨	٤٤/
6	33	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٦/٥٥٤٥	١	عقد٥٥٤٥
6	33	Total_Tax_Mils	13	MISMATCH	٧١٢	١٧	٧١٧
9	0	Serial_No	0	MISMATCH	١	""""	١
9	0	Date	1	MISMATCH	٩٢٨	٩٣٨	٩٣٨
9	0	Property_recorded_under_Block_No	2	ONLY_som	٤١٤٧		٤١٤٧
9	0	Parcel_Area	5	MISMATCH	٢,٤٨٦	٣٤٨	٣,٤٨٦
9	0	Nature_of_Entry	6	MISMATCH	تع	تح ✓	تح ✓
9	0	Tax_LP	10	MISMATCH	–	-	–
9	0	Tax_Mils	11	MISMATCH	–	-..	–
9	0	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		✓	_
9	0	Net_Assessment_Mils	18	MISMATCH	٠٤٠	٠	–
9	1	Serial_No	0	MISMATCH	٢	""""	٢
9	1	Date	1	ONLY_som	″		""""
9	1	Property_recorded_under_Parcel_No	3	MISMATCH	٢٠	١	٢٠
9	1	Parcel_Cat_No	4	MISMATCH	١٦	١	١٦
9	1	Parcel_Area	5	MISMATCH	٢,١٥٠	٤	٣,١٥٠
9	1	Nature_of_Entry	6	MISMATCH	″	١	"✓"""
9	1	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	✓	١٣	✓
9	1	Tax_LP	10	MISMATCH	–	✓	–
9	1	Tax_Mils	11	MISMATCH	–	١	–
9	2	Serial_No	0	MISMATCH	٣	""""	٣
9	2	Date	1	MISMATCH	″	""""	""""
9	2	Property_recorded_under_Block_No	2	ONLY_som	٤١٥١		٤١٥١
9	2	Parcel_Cat_No	4	MISMATCH	١٦	""""	١٦
9	2	Parcel_Area	5	MISMATCH	٨١١	١	٨١١,
9	2	Nature_of_Entry	6	MISMATCH	″	٤	"✓"""
9	2	Tax_LP	10	MISMATCH	–	١	–
9	2	Tax_Mils	11	MISMATCH	–	""""	–
9	3	Serial_No	0	MISMATCH	٤	""""	٤
9	3	Date	1	MISMATCH	″	""""	""""
9	3	Property_recorded_under_Block_No	2	MISMATCH	٤١٥٢	١٣	٤١٥٢
9	3	Property_recorded_under_Parcel_No	3	MISMATCH	٨١	٤	٨١
9	3	Parcel_Area	5	MISMATCH	١٥٠	١٥٠,	١٥٠,
9	3	Nature_of_Entry	6	MISMATCH	″	١	"✓"""
9	3	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٠٢٤	""""	٠٢٤
9	3	Tax_Mils	11	MISMATCH	٠٢٤	١	٠٢٤
9	4	Serial_No	0	MISMATCH	٥	✓	٥
9	4	Date	1	MISMATCH	″	١	""""
9	4	Property_recorded_under_Block_No	2	MISMATCH	″	✓	""""
9	4	Property_recorded_under_Parcel_No	3	MISMATCH	١٠٩	٤	١٠٩
9	4	Parcel_Cat_No	4	MISMATCH	٤	""""	٤
9	4	Parcel_Area	5	MISMATCH	٨٠٠	""""	١٠٠,
9	4	Nature_of_Entry	6	MISMATCH	″	٤	"✓"""
9	4	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	١٦	٤	٠١٦
9	4	Tax_Mils	11	MISMATCH	٠١٦	""""	٠١٦
9	4	Total_Tax_Mils	13	MISMATCH	٤٠	٠٤٠	٠٤٠
9	5	Date	1	MISMATCH	٩٢٩	١	٩٣٩
9	5	Tax_Mils	11	MISMATCH	٤٠	١	٠٤٠
9	5	Total_Tax_Mils	13	MISMATCH	٠٤٠	٣	٠٤٠
9	5	Net_Assessment_Mils	18	MISMATCH	٠٤٠	–	٠٤٠
9	6	Date	1	MISMATCH	٩٤٠	١	٩٤٠
9	6	Tax_LP	10	ONLY_hadid02		-	
9	6	Tax_Mils	11	ONLY_hadid02		٤٠	
9	6	Total_Tax_Mils	13	MISMATCH	٠٤٠	–	٠٤٠
9	6	Net_Assessment_Mils	18	MISMATCH	٠٤٠	–	٠٤٠
9	7	Serial_No	0	ONLY_hadid02		-	
9	7	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٢	٣٢٠	٣٢٠
9	7	Tax_Mils	11	ONLY_hadid02		""""	
9	7	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		-	
9	7	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		-	
9	7	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		٠	
9	7	Net_Assessment_Mils	18	MISMATCH	٠٤٠	–	٠٤٠
9	8	Date	1	MISMATCH	٩٤٢/٩٤٢	٩٤٢ / ٩٤٣	٩٤٢ / ٩٤٣
9	8	Total_Tax_Mils	13	MISMATCH	٢٤٠	٠٤٠	٠٤٠
9	8	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		✓	
9	8	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		..	
9	8	Net_Assessment_Mils	18	MISMATCH	٠٤٠	x	٠٤٠
9	9	Date	1	ONLY_hadid02		٩٣٣	
9	9	Total_Tax_LP	12	ONLY_hadid02		–	–
9	9	Total_Tax_Mils	13	MISMATCH	٤٠	٠	٠٤٠
9	9	Net_Assessment_Mils	18	ONLY_hadid02		-	
9	10	Date	1	MISMATCH	٩٤٢/٩٤٤	✓	٩٤٢ / ٩٤٤
9	10	Total_Tax_Mils	13	MISMATCH	٠٨٠	٠٦	٠٨٠
9	10	Net_Assessment_Mils	18	MISMATCH	٠٨٠	""""	٠٨٠
9	13	Parcel_Cat_No	4	MISMATCH	ضريبه حرج	✓٦	
9	13	Parcel_Area	5	ONLY_hadid02		ضريبة حرب	ضريبة حرب
9	13	Net_Assessment_Mils	18	MISMATCH	٢٥٠	١٦٠	١٢٠
9	14	Net_Assessment_Mils	18	MISMATCH	١٦٠	٠٠	١٦٠
9	15	Date	1	MISMATCH	٩٤٢/٩٤٥	٩٤٦/ ٩٤٥	٩٤٦ / ٩٤٥
9	17	Parcel_Cat_No	4	MISMATCH	ضريبه حرج	٤	
9	17	Parcel_Area	5	ONLY_hadid02		ضرية حرب	ضريبة حرب
9	17	Net_Assessment_Mils	18	MISMATCH	٢٢٠	١٢٠	١٢٠
9	18	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		–	
9	18	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		٤	
9	18	Net_Assessment_Mils	18	MISMATCH	١٦٠	١٠	١٦٠
9	19	Date	1	MISMATCH	٤٢/٤٦/٢	٩٤٦ / ٤٧	٩٤٦ / ٤٧
9	20	Net_Assessment_Mils	18	MISMATCH	٢٢٠	اد	١٢٠
9	21	Date	1	ONLY_hadid02		✓	
9	21	Net_Assessment_Mils	18	MISMATCH	١٦٠	✓	١٦٠
9	22	Date	1	MISMATCH	٩٤٨/٤٧	"✓"""	٩٤٨ / ٤٧
9	24	Net_Assessment_Mils	18	MISMATCH	٢٢٠	١٢٠| ١٦٠	١٢٠| ١٦٠
10	0	Serial_No	0	MISMATCH	١	""""	١
10	0	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
10	0	Parcel_Area	5	MISMATCH	٢,٢٧٩	٢,٣٧٩	٢٬٣٧٩
10	0	Nature_of_Entry	6	MISMATCH	تخ	تح ✓	تح
10	0	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		✓	✓
10	0	Tax_LP	10	ONLY_hadid02		✓	-
10	0	Tax_Mils	11	MISMATCH	٠١٩	٠٨٩	٠١٩
10	0	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		..	_
10	0	Reference_to_Register_of_Exemptions_Amount_Mils	16	MISMATCH	ـ	..	_
10	0	Net_Assessment_Mils	18	MISMATCH	٠٢٥	٠٣٠	٠٣٢
10	1	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		✓	✓
10	1	Tax_LP	10	ONLY_hadid02		-	-
10	1	Tax_Mils	11	MISMATCH	ـ	-	-
10	2	Serial_No	0	MISMATCH	٣	٩	٣
10	2	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
10	2	Nature_of_Entry	6	MISMATCH	ء	""""	""""
10	2	New_Serial_No	7	ONLY_som	✓		✓
10	2	Tax_LP	10	MISMATCH	ل	✓	-
10	3	Serial_No	0	MISMATCH	٤	✓	٤
10	3	Parcel_Cat_No	4	MISMATCH	١٢	✓	١٣
10	3	Parcel_Area	5	MISMATCH	٢٢١	٠	٣٢١
10	3	Nature_of_Entry	6	MISMATCH	ء	..	""""
10	3	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	✓	١	✓
10	3	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٠٠٨	٤	٠٠٨
10	3	Tax_LP	10	ONLY_som	ل		-
10	3	Tax_Mils	11	MISMATCH	٠٠٢	٠٠٣	٠٠٣
10	4	Serial_No	0	MISMATCH	٥	✓	٥
10	4	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
10	4	Parcel_Area	5	MISMATCH	٢٥١	٢٧	٢٥١
10	4	Nature_of_Entry	6	MISMATCH	ء	""""	""""
10	4	Tax_LP	10	ONLY_som	ل		-
10	4	Tax_Mils	11	MISMATCH	٠٠٢	٠٢	٠٠٢
10	5	Serial_No	0	MISMATCH	٦	–	٦
10	5	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
10	5	Parcel_Area	5	MISMATCH	٨٢١	٨٢/٠٤	١٢١
10	5	Tax_LP	10	ONLY_som	ل		-
10	5	Tax_Mils	11	MISMATCH	٠٠١	٠٠	٠٠١
10	5	Total_Tax_Mils	13	MISMATCH	٠٢٥	٠٣٢	٠٣٢
10	6	Date	1	MISMATCH	٩٣٩	٩	٩٣٩
10	6	Tax_Mils	11	MISMATCH	٠٢٥	٠٣٢	٠٣٢
10	6	Total_Tax_Mils	13	MISMATCH	٠٢٥	٠٣٢	٠٣٢
10	6	Net_Assessment_Mils	18	MISMATCH	٠٢٥	٠٣٢	٠٣٢
10	7	Tax_Mils	11	ONLY_hadid02		–	
10	7	Total_Tax_Mils	13	MISMATCH	٠٢٢	٠٣٢	٠٣٢
10	7	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		–	
10	7	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		٠	
10	7	Net_Assessment_Mils	18	MISMATCH	٠٢٢	١٣٢	٠٣٢
10	8	Tax_LP	10	ONLY_hadid02		–	-
10	8	Total_Tax_Mils	13	MISMATCH	٠٢٥	١	٠٣٢
10	8	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		ان	
10	8	Net_Assessment_Mils	18	MISMATCH	٠٢٥	٠٣٢	٠٣٢
10	9	Tax_Mils	11	ONLY_hadid02		٤.	
10	9	Net_Assessment_Mils	18	ONLY_som	٣/		
10	10	Date	1	MISMATCH	٩٤٢	٩٤ /٩٤	٩٤٢ /٤٣
10	10	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		✓	
10	10	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		٠	
10	11	Serial_No	0	ONLY_som	—		
10	11	Date	1	MISMATCH	—	١٣	
10	11	Property_recorded_under_Block_No	2	ONLY_som	—		
10	11	Property_recorded_under_Parcel_No	3	ONLY_som	—		
10	11	Parcel_Cat_No	4	ONLY_som	—		
10	11	Parcel_Area	5	ONLY_som	—		
10	11	Nature_of_Entry	6	ONLY_som	—		
10	11	Total_Tax_LP	12	ONLY_hadid02		–	
10	11	Total_Tax_Mils	13	ONLY_hadid02		–	
10	11	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		–	
10	11	Net_Assessment_LP	17	ONLY_som	٦٤٢/٧٢		
10	11	Net_Assessment_Mils	18	ONLY_hadid02		-	
10	12	Date	1	MISMATCH	٩٤٣/٩٤٤	٤	٩٤٤ / ٩٤٣
10	12	Net_Assessment_Mils	18	MISMATCH	١١٢	١٢	١١٢
10	14	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		""""	
10	14	Net_Assessment_Mils	18	MISMATCH	٠٥٦	٢	٠٥٦
10	15	Parcel_Area	5	ONLY_som	ضريبة حرب		ضريبة حرب
10	15	Net_Assessment_Mils	18	MISMATCH	١٦٨	٠٤٠	١٦٨
10	16	Serial_No	0	ONLY_som	٢٢٤		
10	16	Net_Assessment_LP	17	ONLY_som	٨٠		
10	16	Net_Assessment_Mils	18	ONLY_hadid02		ان	٢٢٤
10	17	Date	1	MISMATCH	٩٤٥/٩٤٦	٩٤/ ٩٤٥	٩٤٦ / ٩٤٥
10	17	Tax_Mils	11	ONLY_hadid02		..	
10	17	Total_Tax_LP	12	ONLY_hadid02		..	
